"ResourceID","ResourceType","Name","Description"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_Avg. Disk sec/Write","Avg. Disk sec/Write"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_Physical Disk Bytes/sec","Physical Disk Bytes/sec"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_Pct Privileged Time","Pct Privileged Time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_Pct User Time","Pct User Time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_Used Memory kBytes","Used Memory kBytes"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_Virtual Shared Memory","Virtual Shared Memory"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_% DPC Time","% DPC Time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_% Idle Time","% Idle Time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_% Interrupt Time","% Interrupt Time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_% IO Wait Time","% IO Wait Time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_% Nice Time","% Nice Time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_% Privileged Time","% Privileged Time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_% Processor Time","% Processor Time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_% User Time","% User Time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_Free Physical Memory","Free Physical Memory"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_Free Space in Paging Files","Free Space in Paging Files"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_Free Virtual Memory","Free Virtual Memory"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_Processes","Processes"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_Size Stored In Paging Files","Size Stored In Paging Files"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_Uptime","Uptime"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_Users","Users"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_Current Disk Queue Length","Current Disk Queue Length"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_Available MBytes","Available MBytes"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_% Committed Bytes In Use","% Committed Bytes In Use"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_Bytes Received/sec","Bytes Received/sec"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_Bytes Sent/sec","Bytes Sent/sec"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_Bytes Total/sec","Bytes Total/sec"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Average_Processor Queue Length","Processor Queue Length"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Heartbeat","Heartbeat"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Update","Update"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.OperationalInsights/workspaces/Spark22WinterWS","Microsoft.OperationalInsights/workspaces","Event","Event"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Storage/storageAccounts/spark22storageaccount","Microsoft.Storage/storageAccounts","UsedCapacity","Used capacity"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Storage/storageAccounts/spark22storageaccount","Microsoft.Storage/storageAccounts","Transactions","Transactions"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Storage/storageAccounts/spark22storageaccount","Microsoft.Storage/storageAccounts","Ingress","Ingress"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Storage/storageAccounts/spark22storageaccount","Microsoft.Storage/storageAccounts","Egress","Egress"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Storage/storageAccounts/spark22storageaccount","Microsoft.Storage/storageAccounts","SuccessServerLatency","Success Server Latency"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Storage/storageAccounts/spark22storageaccount","Microsoft.Storage/storageAccounts","SuccessE2ELatency","Success E2E Latency"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Storage/storageAccounts/spark22storageaccount","Microsoft.Storage/storageAccounts","Availability","Availability"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","availabilityResults/availabilityPercentage","Availability"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","availabilityResults/count","Availability tests"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","availabilityResults/duration","Availability test duration"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","browserTimings/networkDuration","Page load network connect time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","browserTimings/processingDuration","Client processing time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","browserTimings/receiveDuration","Receiving response time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","browserTimings/sendDuration","Send request time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","browserTimings/totalDuration","Browser page load time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","dependencies/count","Dependency calls"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","dependencies/duration","Dependency duration"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","dependencies/failed","Dependency call failures"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","pageViews/count","Page views"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","pageViews/duration","Page view load time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","performanceCounters/requestExecutionTime","HTTP request execution time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","performanceCounters/requestsInQueue","HTTP requests in application queue"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","performanceCounters/requestsPerSecond","HTTP request rate"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","performanceCounters/exceptionsPerSecond","Exception rate"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","performanceCounters/processIOBytesPerSecond","Process IO rate"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","performanceCounters/processCpuPercentage","Process CPU"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","performanceCounters/processorCpuPercentage","Processor time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","performanceCounters/memoryAvailableBytes","Available memory"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","performanceCounters/processPrivateBytes","Process private bytes"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","requests/duration","Server response time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","requests/count","Server requests"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","requests/failed","Failed requests"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","requests/rate","Server request rate"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","exceptions/count","Exceptions"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","exceptions/browser","Browser exceptions"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","exceptions/server","Server exceptions"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/microsoft.insights/components/Spark22SendAlertNotificationToTeamsChann","microsoft.insights/components","traces/count","Traces"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","backup_storage_used","Backup Storage Used"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","cpu_credits_consumed","CPU Credits Consumed"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","cpu_credits_remaining","CPU Credits Remaining"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","cpu_percent","CPU percent"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","memory_percent","Memory percent"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","iops","IOPS"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","disk_queue_depth","Disk Queue Depth"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","read_throughput","Read Throughput Bytes/Sec"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","write_throughput","Write Throughput Bytes/Sec"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","read_iops","Read IOPS"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","write_iops","Write IOPS"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","storage_percent","Storage percent"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","storage_used","Storage used"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","storage_free","Storage Free"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","txlogs_storage_used","Transaction Log Storage Used"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","active_connections","Active Connections"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","network_bytes_egress","Network Out"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","network_bytes_ingress","Network In"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","connections_failed","Failed Connections"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","connections_succeeded","Succeeded Connections"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.DBforPostgreSQL/flexibleServers/emreg-flex","Microsoft.DBforPostgreSQL/flexibleServers","maximum_used_transactionIDs","Maximum Used Transaction IDs"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","CpuPercentage","CPU Percentage"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","MemoryPercentage","Memory Percentage"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","DiskQueueLength","Disk Queue Length"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","HttpQueueLength","Http Queue Length"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","BytesReceived","Data In"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","BytesSent","Data Out"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","TcpSynSent","TCP Syn Sent"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","TcpSynReceived","TCP Syn Received"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","TcpEstablished","TCP Established"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","TcpFinWait1","TCP Fin Wait 1"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","TcpFinWait2","TCP Fin Wait 2"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","TcpClosing","TCP Closing"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","TcpCloseWait","TCP Close Wait"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","TcpLastAck","TCP Last Ack"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","TcpTimeWait","TCP Time Wait"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","SocketInboundAll","Socket Count for Inbound Requests"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","SocketOutboundAll","Socket Count of Outbound Requests"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","SocketOutboundEstablished","Established Socket Count for Outbound Requests"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","SocketOutboundTimeWait","Time Wait Socket Count for Outbound Requests"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/ContosoAll/providers/Microsoft.Web/serverFarms/ASP-ContosoAll-a6ee","Microsoft.Web/serverFarms","SocketLoopback","Socket Count for Loopback Connections"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/contosoall/providers/Microsoft.Web/sites/emreg-function","Microsoft.Web/sites","Requests","Requests"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/contosoall/providers/Microsoft.Web/sites/emreg-function","Microsoft.Web/sites","BytesReceived","Data In"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/contosoall/providers/Microsoft.Web/sites/emreg-function","Microsoft.Web/sites","BytesSent","Data Out"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/contosoall/providers/Microsoft.Web/sites/emreg-function","Microsoft.Web/sites","Http101","Http 101"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/contosoall/providers/Microsoft.Web/sites/emreg-function","Microsoft.Web/sites","Http2xx","Http 2xx"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/contosoall/providers/Microsoft.Web/sites/emreg-function","Microsoft.Web/sites","Http3xx","Http 3xx"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/contosoall/providers/Microsoft.Web/sites/emreg-function","Microsoft.Web/sites","Http401","Http 401"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/contosoall/providers/Microsoft.Web/sites/emreg-function","Microsoft.Web/sites","Http403","Http 403"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/contosoall/providers/Microsoft.Web/sites/emreg-function","Microsoft.Web/sites","Http404","Http 404"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/contosoall/providers/Microsoft.Web/sites/emreg-function","Microsoft.Web/sites","Http406","Http 406"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/contosoall/providers/Microsoft.Web/sites/emreg-function","Microsoft.Web/sites","Http4xx","Http 4xx"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/contosoall/providers/Microsoft.Web/sites/emreg-function","Microsoft.Web/sites","Http5xx","Http Server Errors"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/contosoall/providers/Microsoft.Web/sites/emreg-function","Microsoft.Web/sites","MemoryWorkingSet","Memory working set"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/contosoall/providers/Microsoft.Web/sites/emreg-function","Microsoft.Web/sites","AverageMemoryWorkingSet","Average memory working set"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/contosoall/providers/Microsoft.Web/sites/emreg-function","Microsoft.Web/sites","AverageResponseTime","Average Response Time (deprecated)"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/contosoall/providers/Microsoft.Web/sites/emreg-function","Microsoft.Web/sites","HttpResponseTime","Response Time"
"/subscriptions/c02646f3-6401-40c7-8543-69333821da9a/resourceGroups/contosoall/providers/Microsoft.Web/sites/emreg-function","Microsoft.Web/sites","FunctionExecutionUnits","Function Execution Units"
